occupation_item_id	count	text_data	context	class_type
20657	1	bird trapping	practice of trapping birds	occupation
52231330	1	Archaeologist of the ancient Sudan		occupation
51796	1	clone trooper	fictional class of soldiers in the Star Wars series	occupation
1244710	1	Overseer of the treasuries		occupation
6030243	1	influencer marketing	type of social media marketing	occupation
780740	1	House Atreides	fictional noble family	occupation
1003839	1	Fremen	fictional ethnic group	occupation
2367218	1	proselyte	new convert to any particular religion or doctrine	occupation
832003	1	horsecar	animal-powered tram or streetcar	occupation
706611	1	list of individuals and groups assisting Jews during the Holocaust	Wikimedia list article	occupation
2429508	1	Basque literature		occupation
11034	1	printing	process for reproducing text and images using a master form or template	occupation
214724	1	snowshoe	footwear for walking over snow	occupation
12765	1	Deux-Sèvres	French department	occupation
64934518	1	architecture writer	someone who writes about architecture	occupation
16010672	1	Alternative libertaire	French anarchist organization	occupation
3137572	1			occupation
191823	1	clavichord	musical instrument	occupation
3332123	1			occupation
9471	1	epistemology	branch of philosophy concerned with the nature and scope of knowledge	occupation
664559	1	Grand Council of Fribourg	parliament of the canton of Fribourg, Switzerland	occupation
428933	1	STUN	network protocol	occupation
3354615	1			occupation
3406492	1	Massachusetts Attorney General	attorney general for the U.S. state of Massachusetts	occupation
45176174	1			occupation
855977	1	Kyoto Shoshidai		occupation
1196812	1	Rōjū	one of the highest-ranking posts of Tokugawa Shogunate	occupation
3257804	1			occupation
9950	1	Q	letter of the Latin alphabet	occupation
3478395	1	seed company		occupation
1573583	1	High Priest of Ptah	position	occupation
48969674	1			occupation
17301486	1			occupation
2396920	1			occupation
707850	1	Jewish Museum in Prague	museum in Czech Republic	occupation
273320	1	sibyl	oracles in Ancient Greece	occupation
3133909	1			occupation
289891	1	enemy	individual or a group that is verified as forcefully adverse or threatening	occupation
2328828	1	stagehand	person who works backstage at a performance	occupation
641118	1	personality	psychological characteristics of an individual	occupation
20224652	1	El Azúcar	human settlement in Mexico	occupation
1662452	2	infomercial	form television commercial	occupation
23305048	1			occupation
1105744	1	TNT	international package delivery company owned by FedEx	occupation
2582100	1	Old Bolshevik		occupation
26250	1	The Fife Player	painting by Édouard Manet	occupation
461262	1	Phaleristics	auxiliary sciences of history	occupation
29941915	1		Wikimedia disambiguation page	occupation
1038158	1	homiletics		occupation
187878	1	Khagan	Imperial title of Turco-Mongol societies	occupation
2416232	1	General in Chief		occupation
4129686	1		television series	occupation
54969	1	KVN	television program	occupation
622604	1	pyromania	impulse control disorder	occupation
19603972	1	PhD in Philosophical Sciences	academic award in USSR & exUSSR countries (Russia, Ukraine...)	occupation
4370165	1		book by Alexander Prokhanov	occupation
4396974	1	Rolf		occupation
161414	1	history of Russia	occurrences and people in Russia throughout history	occupation
5615097	1	physics of plasma		occupation
349613	1	sea shipping	traffic of ships for transportation of goods and persons on the seas and oceans	occupation
1048894	1	non-ferrous metallurgy		occupation
62900222	1	juggler	person practising juggling; one skilled in keeping several objects in motion in the air at the same time by alternately tossing and catching them	occupation
4316669	1	necropolis studies	academic discipline	occupation
514098	1	Free Association of German Trade Unions	trade union federation in Imperial and early Weimar Germany	occupation
28948007	1			occupation
235065	1	Broadway theatre	principal theater district of New York City, New York, USA	occupation
5620294	1	Gursikh		occupation
1292853	1	Men's Rights Movement	Social movement concerned with discrimination against men.	occupation
12973006	1	Bhagat		occupation
12336940	1	State auditor		occupation
923724	1	sinecure	office that requires or involves little or no responsibility, labour, or active service	occupation
778999	1	lur	wind instrument	occupation
10709550	1			occupation
10581214	1			occupation
7098637	1	opposition researcher	political consultant who research potentially damaging information about their employer's opponent	occupation
7896088	1	University of Pennsylvania Law School		occupation
6498317	1	Chinese calligraphy	calligraphy with Chinese script	occupation
60723847	2	beauty queen		occupation
7560972	1	deputy commissioner	Police, income tax or administrative official	occupation
7454933	1	serjeant-at-law	Rank at the Irish Bar	occupation
1516453	1	lieutenant governor	general title for high officer of state	occupation
7016285	1	New Zealand official war artists		occupation
6822234	1	Met Éireann	meteorological service of Ireland	occupation
64666490	1			occupation
2352121	1	sectarianism	form of bigotry, discrimination, or hatred	occupation
7783964	1	Thief-acrobat	character class in Dungeons & Dragon	occupation
41698405	1			occupation
75001467	1	Court architect	Architect working for a sovereign or noble court	occupation
129286	1	British Raj	British rule in the Indian subcontinent, 1858-1947	occupation
28933278	1			occupation
28406836	1	video assistant referee	in association football, match official that reviews decisions made by the head referee with the use of video footage	occupation
42559111	3			occupation
981989	1	Alamo	town in southern Texas, United States	occupation
3482281	1	Swedish ballad tradition	music genre	occupation
334401	1	surveillance	monitoring of behavior, activities, or other changing information	occupation
319604	1	passenger	person who travels in a vehicle without operating it	occupation
1378024	2	lady	title of address for a noble woman	occupation
3125916	1	Halach Uinik		occupation
132821	2	murder	unlawful killing of a human with malice aforethought	occupation
520548	1			occupation
14513915	1	Care of Magical Creatures	fictional class at Hogwarts	occupation
18564125	1	business management	academic discipline	occupation
6087309	1			occupation
12321017	1			occupation
6818353	1	Merchant, Virginia	human settlement in Virginia, United States of America	occupation
5246619	1	Dean of Emly	Wikimedia list article	occupation
5246598	1	Dean of Cashel	Wikimedia list article	occupation
7491650	1	Shayar		occupation
4860364	1	barefoot lawyer		occupation
5259441	1	dental therapist		occupation
1187287	1	signaller	specialist soldier, seaman or airman responsible for military communications	occupation
70740536	1	Mayor of Al-Bireh		occupation
3523909	1	yakshini	mythical beings of Hindu, Buddhist, and Jain mythology; female counterpart of the yaksha	occupation
134154	1	Amazons	warrior women from Greek mythology	occupation
787489	1	automotive design	process of developing the appearance of motor vehicles, including automobiles, motorcycles, trucks, buses, coaches, and vans	occupation
23807839	1	Human Resources Management		occupation
2731160	1	Geometra	genus of insects	occupation
7162379	1	Pendekar		occupation
7574944	1	specialty registrar	doctor or dentist working as part of a specialty training programme in the United Kingdom	occupation
5640011	1	Miami-Dade County Public Schools	public school system of Miami-Dade County, Florida, serving Miami	occupation
5096799	1	Chief Justice of Singapore	highest post in the judicial system of Singapore	occupation
4818608	1	Attorney-General of Singapore	public prosecutor and legal advisor to the government of Singapore	occupation
11995376	1			occupation
261839	1	sheep shearing	process by which the woollen fleece of a sheep is cut off	occupation
857972	1	Ko-ryū		occupation
11078171	2	Patriota	Wikimedia disambiguation page	occupation
5445674	1	Festigal		occupation
20894695	1	Lordship of Paros		occupation
929254	1	glyptic	art of carving and engraving of stones or gems	occupation
713184	1	Betel nut beauty	Female roadside sellers of betel nuts and cigarettes in Taiwan	occupation
465924	1	cynology	study of canines	occupation
16881311	1	Poli	family name	occupation
15206450	1	Engineer's degree		occupation
836365	1	District Councils of Hong Kong	local councils for districts of Hong Kong	occupation
